1.0;randomForest;User007;separate;IMU;100;0.9;default
0.9997923156801661;QDA;User002;separate;IMU;100;0.9;default
0.9997923156801661;QDA;User002;separate;EMGIMU;100;0.9;default
0.9997896065642752;QDA;User001;separate;EMGIMU;100;0.9;default
0.9997848074026253;randomForest;User012;separate;IMU;100;0.9;default
0.9995843724023276;randomForest;User007;separate;EMGIMU;100;0.9;default
0.9995843724023276;QDA;User007;separate;EMGIMU;100;0.9;default
0.9995792131285504;randomForest;User001;separate;IMU;100;0.9;default
0.9995700773860705;randomForest;User012;separate;IMU;50;0.9;default
0.9993743482794578;QDA;User014;separate;EMGIMU;100;0.9;default
0.9993566373579241;randomForest;User013;separate;EMGIMU;100;0.9;default
0.9991692627206646;randomForest;User002;separate;EMGIMU;100;0.9;default
0.9989620095495122;randomForest;User007;separate;EMGIMU;50;0.9;default
0.9989617940199336;QDA;User004;separate;EMGIMU;100;0.9;default
0.9989615784008308;randomForest;User002;separate;IMU;100;0.9;default
0.9989600665557404;randomForest;User006;separate;EMGIMU;100;0.9;default
0.9989567031820553;QDA;User006;separate;IMU;100;0.75;default
0.9989491382934006;randomForest;User001;separate;IMU;50;0.9;default
0.998948032821376;randomForest;User001;separate;EMGIMU;100;0.9;default
0.9989350372736954;QDA;User005;separate;EMGIMU;100;0.9;default
0.9989277289298735;randomForest;User013;separate;IMU;100;0.9;default
0.9989240370131267;randomForest;User012;separate;EMGIMU;100;0.9;default
0.9987557030277893;randomForest;User011;separate;IMU;100;0.9;default
0.9987533762725951;QDA;User002;separatecontinues;EMGIMU;100;0.9;default
0.9987533762725951;QDA;User002;continues;EMGIMU;100;0.9;default
0.9987389659520807;randomForest;User001;separate;EMGIMU;50;0.9;default
0.9986075407026563;randomForest;User013;separate;IMU;50;0.9;default
0.9985513245033113;QDA;User008;separate;EMGIMU;100;0.9;default
0.9985475671750181;randomForest;User002;separate;IMU;50;0.9;default
0.998546813369317;randomForest;User007;separate;IMU;50;0.9;default
0.9985440931780366;randomForest;User006;separate;IMU;100;0.9;default
0.9985401459854014;randomForest;User014;separate;EMGIMU;100;0.9;default
0.998517891170866;randomForest;User009;separate;IMU;100;0.9;default
0.9984415584415585;randomForest;User006;separate;EMGIMU;50;0.9;default
0.9983319432860718;QDA;User015;separate;EMGIMU;100;0.9;default
0.9983157894736842;randomForest;User010;separate;IMU;100;0.9;default
0.9983061613381325;QDA;User009;separate;EMGIMU;100;0.9;default
0.998133554541684;QDA;User011;separate;EMGIMU;100;0.9;default
0.9981312292358804;randomForest;User004;separate;EMGIMU;100;0.9;default
0.9981302586475538;randomForest;User001;separatecontinues;EMGIMU;50;0.9;default
0.9981060606060606;randomForest;User008;separatecontinues;EMGIMU;100;0.9;default
0.9981052631578947;QDA;User010;separate;EMGIMU;100;0.9;default
0.998028841166096;randomForest;User002;separate;EMGIMU;50;0.9;default
0.9979227253842958;randomForest;User004;continues;EMGIMU;100;0.9;default
0.9979222937876584;randomForest;User002;separatecontinues;EMGIMU;100;0.9;default
0.9979134063641106;QDA;User002;separate;IMU;100;0.75;default
0.997904662126768;QDA;User015;separate;EMGIMU;100;0.75;default
0.9978700745473909;randomForest;User005;separate;IMU;100;0.9;default
0.9978700745473909;randomForest;User005;separate;EMGIMU;100;0.9;default
0.9978563772775991;randomForest;User007;separatecontinues;EMGIMU;100;0.9;default
0.9978186350888127;randomForest;User001;continues;EMGIMU;50;0.9;default
0.9977429062768701;randomForest;User012;separate;EMGIMU;50;0.9;default
0.9976103896103896;randomForest;User006;separate;IMU;50;0.9;default
0.9973586899101955;QDA;User001;separate;IMU;100;0.75;default
0.9973017849730178;randomForest;User002;continues;EMGIMU;50;0.9;default
0.9972995429995846;randomForest;User004;separatecontinues;EMGIMU;100;0.9;default
